statefip,stateName,stateabbrev,area,MSAname,countyfip,township,county_town_name,county_town_BLSname
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,013,280,Rockport town,Rockport town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,601,Rockwood Strip unorganized T01,Rockwood Strip unorganized T01
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,602,Rockwood Strip unorganized T02,Rockwood Strip unorganized T02
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,011,254,Rome town,Rome town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,688,Roque Bluffs town,Roque Bluffs town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,340,Roxbury town,Roxbury town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,341,Rumford town,Rumford town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,603,Russell Pond unorganized,Russell Pond unorganized
23,Maine,ME,74650,"Lewiston-Auburn, ME",001,012,Sabattus town,Sabattus town
23,Maine,ME,76750,"Portland-South Portland, ME",031,736,Saco city,Saco city
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,180,Salem unorganized,Salem unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,605,Sandbar Tract unorganized,Sandbar Tract unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,606,Sandwich Academy Grant unorganized,Sandwich Academy Grant unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,607,Sandy Bay unorganized,Sandy Bay unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,157,Sandy River plantation,Sandy River plantation
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,031,737,Sanford town,Sanford town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,471,Sangerville town,Sangerville town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,608,Sapling unorganized,Sapling unorganized
23,Maine,ME,76750,"Portland-South Portland, ME",005,129,Scarborough town,Scarborough town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,027,637,Searsmont town,Searsmont town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,027,638,Searsport town,Searsport town
23,Maine,ME,76750,"Portland-South Portland, ME",005,130,Sebago town,Sebago town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,472,Sebec town,Sebec town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,429,Seboeis plantation,Seboeis plantation
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,618,Seboomook Lake unorganized,Seboomook Lake unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,610,Seboomook Lake unorganized,Seboomook Lake unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,609,Seboomook Lake unorganized,Seboomook Lake unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,215,Sedgwick town,Sedgwick town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,103,Seven Islands unorganized,Seven Islands unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,181,Seven Ponds unorganized,Seven Ponds unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,031,738,Shapleigh town,Shapleigh town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,497,Shawtown unorganized,Shawtown unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,072,Sherman town,Sherman town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,473,Shirley town,Shirley town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,011,255,Sidney town,Sidney town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,092,Silver Ridge unorganized,Silver Ridge unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,182,Skinner unorganized,Skinner unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,552,Skowhegan town,Skowhegan town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,553,Smithfield town,Smithfield town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,073,Smyrna town,Smyrna town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,447,Soldiertown unorganized,Soldiertown unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,554,Solon town,Solon town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,563,Somerset/Bald Mountain-unorganized TS,Somerset/Bald Mountain-unorganized TS
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,015,302,Somerville town,Somerville town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,498,Soper Mountain unorganized,Soper Mountain unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,216,Sorrento town,Sorrento town
23,Maine,ME,73050,"Dover-Durham, NH-ME",031,739,South Berwick town,South Berwick town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,015,303,South Bristol town,South Bristol town
23,Maine,ME,76750,"Portland-South Portland, ME",005,131,South Portland city,South Portland city
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,013,282,South Thomaston town,South Thomaston town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,109,Southern unorganized territory,Southern unorganized territory
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,015,304,Southport town,Southport town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,217,Southwest Harbor town,Southwest Harbor town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,021,499,Spencer Bay unorganized,Spencer Bay unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,430,Springfield town,Springfield town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,093,Squapan unorganized,Squapan unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,611,Squaretown unorganized,Squaretown unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,091,St Croix unorganized,St Croix unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,604,St John unorganized,St John unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,069,St. Agatha town,St. Agatha town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,551,St. Albans town,St. Albans town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,070,St. Francis town,St. Francis town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,013,281,St. George town,St. George town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,071,St. John plantation,St. John plantation
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,431,Stacyville town,Stacyville town
23,Maine,ME,76750,"Portland-South Portland, ME",005,132,Standish town,Standish town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,025,555,Starks town,Starks town
23,Maine,ME,70750,"Bangor, ME",019,432,Stetson town,Stetson town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,183,Stetsontown unorganized,Stetsontown unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,029,689,Steuben town,Steuben town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,003,074,Stockholm town,Stockholm town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,027,639,Stockton Springs town,Stockton Springs town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,342,Stoneham town,Stoneham town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,218,Stonington town,Stonington town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,343,Stow town,Stow town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,007,158,Strong town,Strong town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,219,Sullivan town,Sullivan town
23,Maine,ME,70750,"Bangor, ME",019,448,Summit unorganized,Summit unorganized
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,344,Sumner town,Sumner town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,220,Surry town,Surry town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,009,221,Swans Island town,Swans Island town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,027,640,Swanville town,Swanville town
23,Maine,ME,2300002,Southwest Maine nonmetropolitan area,017,345,Sweden town,Sweden town
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,442,T3 Indian Purchase unorganized,T3 Indian Purchase unorganized
23,Maine,ME,2300001,Northeast Maine nonmetropolitan area,019,443,T4 Indian Purchase unorganized,T4 Indian Purchase unorganized
